age,income,employment_status,credit_score,loan_amount,loan_term,existing_debts,payment_history,missed_emis,loan_approved,interest_rate
43,120450.54,0,644,32184.28,60,10393.72,54,1,0,14.32
37,77402.75,3,726,82681.58,36,21245.87,73,0,0,11.42
32,47425.34,2,719,33366.39,36,9216.17,62,1,1,12.65
18,92361.75,2,611,100000.0,48,18894.52,77,2,0,13.3
37,73022.3,2,644,19256.32,36,15794.12,85,0,1,11.03
41,19868.46,3,587,23233.16,48,11799.59,61,3,0,16.93
27,52367.27,2,577,29628.48,12,17093.57,56,3,0,15.74
36,73862.03,3,724,16493.57,24,5526.13,75,2,1,11.02
36,57153.93,1,690,9983.47,60,63105.14,47,1,0,15.35
32,223254.96,1,630,45757.54,48,3918.03,62,0,0,12.26
29,70913.9,3,630,13909.37,36,4207.61,82,1,1,11.53
44,51281.99,3,658,12208.71,60,1704.29,78,0,1,9.57
43,39984.89,0,828,6506.21,36,60209.96,60,2,0,14.84
38,200412.41,3,657,22076.27,48,6597.62,86,0,1,10.42
35,54123.28,0,649,47924.45,48,2173.97,83,1,0,14.62
47,34714.01,3,597,17252.3,36,2413.38,53,2,1,12.76
44,91015.44,3,679,32773.03,60,2478.32,72,2,1,11.28
39,45762.63,2,689,23922.46,24,9070.72,50,1,0,12.32
36,39252.63,2,696,36869.15,72,17001.92,71,2,0,14.04
39,51171.86,2,714,20021.31,48,3474.41,53,0,1,11.17
24,186777.62,3,709,43368.81,60,54571.31,65,2,1,12.67
34,104903.15,3,495,32206.9,60,6660.84,73,0,1,13.11
33,36292.84,3,715,6061.54,48,15826.96,80,0,1,10.82
34,32894.89,3,612,10264.81,60,2255.89,57,2,1,13.73
45,20655.46,3,553,7045.91,24,5669.55,56,2,0,15.73
39,44022.09,3,648,6203.59,48,4564.1,42,2,1,13.32
43,123173.52,3,475,55015.16,36,841.25,71,2,0,15.1
19,32165.11,3,659,25962.84,60,13672.92,73,3,0,14.09
31,107796.72,3,682,45553.78,36,38747.84,63,1,1,12.51
34,85721.55,3,612,76642.05,12,2388.28,64,1,1,12.55
44,72072.52,3,600,100000.0,36,11638.28,64,2,0,14.59
33,39271.45,3,556,46663.29,36,4239.23,67,0,0,13.37
30,86329.62,1,744,11088.73,60,7662.38,77,1,0,10.74
49,32913.59,0,598,100000.0,48,9744.76,64,1,0,16.63
32,46408.65,1,683,11673.85,60,1166.33,47,2,0,12.79
34,81100.24,3,580,4176.31,60,4557.12,51,0,1,11.28
28,16566.56,3,649,100000.0,36,1664.6,100,0,1,9.86
18,131698.34,0,692,21230.48,120,5178.78,71,1,1,13.78
33,97680.06,3,620,26580.64,24,8636.02,70,1,1,12.43
37,43314.61,3,768,27930.14,84,10288.94,86,1,1,9.83
48,28855.37,3,828,16805.32,60,9281.95,99,0,1,8.0
46,98982.5,3,635,73205.18,84,1817.87,69,2,1,11.81
40,29711.24,0,619,23874.41,72,13397.18,44,1,0,17.76
49,72591.17,3,744,36710.32,48,7680.22,99,0,1,8.88
45,73132.04,0,611,100000.0,24,4657.99,56,4,0,16.91
48,125521.78,3,660,14508.55,36,3754.97,64,2,1,12.68
31,54441.25,3,698,14228.8,48,9933.61,58,3,1,12.45
40,68284.83,3,666,30047.83,72,2159.68,78,1,1,10.74
29,126209.2,3,578,100000.0,60,16744.36,78,0,0,12.62
33,88215.17,3,731,20055.3,24,7450.3,75,1,1,10.64
38,56320.17,3,774,14607.61,72,46843.74,57,1,0,12.08
23,64959.13,3,596,14791.44,36,3377.78,40,5,0,16.37
44,30590.66,1,771,31031.68,36,36790.15,59,2,0,16.22
50,48586.72,2,602,33379.93,36,4549.62,74,0,1,12.21
53,80407.87,3,795,17093.86,72,3726.36,58,1,1,10.39
42,114771.71,3,692,10980.31,60,869.33,68,0,1,10.11
38,24849.57,2,662,24616.7,60,7659.3,8,5,0,18.51
34,95975.07,3,574,100000.0,36,4750.6,84,0,1,13.09
44,40992.23,2,599,10582.59,36,14870.39,45,0,0,15.33
34,98331.84,3,656,11442.79,36,778.42,60,2,1,12.13
70,43066.67,2,658,19409.63,24,2603.94,55,1,1,12.08
34,23417.22,0,629,33233.47,84,13715.0,82,2,0,14.95
44,56979.36,0,795,9021.56,36,6366.44,56,3,0,12.19
44,59444.69,3,653,27851.58,36,1448.32,100,0,1,9.79
51,59004.02,2,484,34485.34,120,20990.43,12,6,0,20.0
33,23912.36,3,649,60481.98,48,21842.52,67,1,0,15.47
40,163786.71,3,532,10542.6,60,5745.07,70,3,1,13.44
37,22860.76,0,850,10472.84,36,15453.83,77,1,0,11.54
42,22576.7,3,552,5311.45,36,3125.2,58,3,1,14.53
40,64947.73,2,685,56926.4,72,28694.94,73,0,0,11.88
34,199802.33,3,798,16668.49,36,4524.93,83,1,1,8.3
33,55929.36,3,699,26955.94,24,40110.45,54,4,0,14.92
33,86229.58,3,534,12826.87,60,36865.31,100,0,1,12.08
31,64699.74,0,651,53681.14,36,2552.2,53,2,0,15.45
37,18200.19,3,652,71642.97,48,1843.72,49,3,0,14.79
24,49842.36,3,584,7612.45,24,44445.59,75,1,0,14.28
37,68069.55,2,695,5219.35,36,37582.24,50,2,0,13.51
40,43294.21,2,593,4382.58,48,24816.72,53,2,0,15.46
34,42339.66,3,696,19315.49,84,42196.91,60,3,0,14.7
47,80435.31,3,761,5513.5,36,9487.66,79,2,1,9.75
31,74513.6,3,604,100000.0,60,6568.44,69,2,0,13.55
52,143395.28,1,562,68921.83,36,22259.69,83,1,1,14.17
32,37811.66,2,651,12763.98,120,8985.43,62,2,0,13.92
21,63371.7,1,585,44439.76,84,5639.98,86,1,0,13.24
22,63824.75,2,707,4243.13,72,28096.59,91,0,1,10.39
30,49448.76,3,760,5800.93,48,5520.76,92,0,1,7.89
35,134817.91,3,742,20418.23,60,26182.94,72,4,1,11.08
29,85031.22,1,689,28475.2,72,1433.96,67,2,0,12.96
23,22933.71,3,708,69462.46,24,37585.25,85,0,0,13.23
46,90925.31,3,771,10859.23,120,3450.77,82,0,1,8.55
37,143922.5,3,551,36480.47,48,6308.89,69,4,1,15.86
42,63642.32,3,720,26004.44,36,5819.43,100,0,1,8.59
38,44359.29,2,576,9233.84,48,7387.76,55,2,0,14.58
48,133296.53,2,772,9362.6,24,3558.62,100,0,1,7.43
44,96636.37,2,723,60326.18,36,6001.48,96,0,1,8.79
34,31283.67,2,752,18185.15,12,13726.99,77,0,1,10.4
24,60416.45,1,581,7009.7,24,15003.75,59,1,0,14.84
35,50845.86,1,731,32840.14,36,2401.7,54,1,0,13.9
40,21664.85,3,687,25289.98,72,18884.03,100,0,0,13.38
23,41676.16,2,557,30088.31,60,2985.93,55,2,0,14.54
46,36936.03,1,594,8855.15,36,43844.61,80,1,0,14.83
32,32723.33,3,593,21000.72,72,22470.42,100,0,0,12.01
57,42434.12,3,614,35117.0,60,13357.88,87,0,1,10.67
28,53449.14,0,583,44365.84,36,6444.75,45,3,0,17.65
53,45364.28,2,568,12129.42,48,6403.48,86,0,1,12.16
45,81029.0,1,578,31720.62,60,24905.6,68,2,0,15.77
50,70569.03,3,505,73296.03,36,849.68,82,0,1,12.84
44,157585.12,3,668,10900.68,48,16957.16,76,1,1,9.69
55,55695.11,2,676,43876.52,48,3506.07,71,0,1,12.03
40,39570.31,3,602,48126.4,60,5155.13,92,2,1,12.83
26,31786.77,3,590,32562.91,60,5577.42,57,2,0,15.18
53,41493.57,3,752,21430.13,48,20024.03,81,1,0,10.89
46,88668.38,3,664,92784.59,48,739.56,65,1,1,12.01
34,37821.51,3,585,26813.42,36,5924.72,75,1,1,12.22
24,108522.7,3,645,29630.65,48,3397.45,75,0,1,9.97
57,73939.13,3,670,12340.27,72,7266.04,90,0,1,9.1
40,82089.25,2,593,28328.14,36,6844.88,70,4,1,15.53
44,31774.08,3,721,24762.18,48,6084.14,49,1,0,12.22
35,138857.79,0,629,88813.43,36,2421.08,45,2,0,16.43
31,52297.51,3,552,31112.49,48,4688.62,72,1,1,14.04
35,36050.24,2,617,15803.54,48,43973.81,82,1,0,14.8
22,82935.57,3,583,7399.53,72,2592.93,86,0,1,11.22
21,66233.28,2,579,7350.99,36,3752.87,75,1,1,12.45
35,250000.0,3,771,19351.72,48,3174.58,77,0,1,7.96
38,38770.64,3,741,11233.02,24,13610.5,49,2,0,13.25
26,145464.75,3,717,18305.23,48,15309.1,33,2,1,12.88
50,35857.35,3,655,58242.84,12,6203.89,73,2,1,12.67
27,37953.57,3,593,7965.2,24,3363.95,84,1,1,10.97
45,35104.8,0,628,14012.29,72,6318.34,91,0,0,12.78
28,25705.76,3,546,8585.98,24,1092.6,70,2,1,13.51
45,76393.77,3,643,39527.36,36,2401.87,55,0,1,11.26
24,46094.97,2,830,33204.83,48,10312.17,100,0,1,9.91
31,165401.03,2,589,14700.55,12,5239.39,55,1,1,12.19
37,54375.24,3,600,5154.44,36,1601.77,69,0,1,11.27
26,117823.6,2,801,14256.36,60,23405.09,66,3,1,11.65
31,59073.54,3,549,17044.55,72,9327.69,41,1,0,12.19
67,23120.91,3,670,9979.97,24,7252.86,29,4,0,15.94
45,58734.03,2,706,15420.59,36,24339.81,70,3,1,12.47
40,85857.12,3,758,25017.53,72,6000.87,100,0,1,8.44
40,40099.3,3,747,30971.42,36,5041.83,60,1,1,11.13
38,27420.53,3,821,12435.49,24,7784.28,56,0,1,10.38
41,47349.25,3,595,46858.14,36,6802.41,84,0,0,12.13
29,63001.84,2,604,50057.61,36,15020.25,53,3,0,15.25
18,74689.78,3,526,23836.47,48,1068.15,51,0,0,13.23
44,127811.73,3,694,10438.57,48,40306.9,94,1,1,9.41
33,41707.05,3,415,13333.27,24,4509.15,62,3,1,16.83
38,40553.65,3,456,45937.81,48,4968.93,35,1,0,17.26
31,34932.88,3,621,35668.68,12,2322.09,53,0,0,13.74
41,222849.11,3,662,24703.97,60,28473.39,25,3,0,14.72
22,109531.11,3,643,59613.61,60,3519.6,50,2,1,13.36
60,64588.23,0,669,7529.79,48,2137.33,81,0,1,11.82
39,39104.42,3,688,19979.37,60,5165.38,71,1,0,11.2
49,40377.4,2,802,25561.39,36,18578.92,50,3,0,13.56
46,164969.08,1,572,9320.84,48,6961.17,98,0,0,11.82
53,90410.41,1,483,32604.51,48,3329.57,55,1,0,17.16
43,81334.15,2,600,11276.04,36,5706.9,88,0,1,11.29
46,69222.5,3,718,6534.19,24,862.79,72,0,1,8.39
18,68759.25,1,681,6037.05,60,6597.61,94,0,1,9.55
45,52972.18,3,562,32854.15,120,17457.31,46,1,0,14.32
43,69053.65,2,606,7593.32,48,3365.1,97,0,1,11.34
47,250000.0,3,624,4505.88,36,6294.09,69,1,1,10.87
20,32775.14,2,797,14489.17,48,8427.7,75,1,1,10.17
44,75442.62,3,676,7900.36,36,3226.33,45,5,1,13.65
45,79380.51,3,682,23611.47,60,3828.87,75,0,1,9.8
20,79839.62,3,603,13071.5,24,26856.41,67,1,1,12.3
57,31328.4,3,712,59537.41,60,4290.31,58,1,1,11.61
35,28214.36,3,715,22948.2,60,3866.22,22,2,0,13.41
30,32553.86,2,640,8372.45,36,1902.96,51,1,1,13.89
42,44634.29,2,663,42119.57,72,14872.7,65,0,0,13.65
33,67797.71,3,739,13931.24,48,6524.4,48,2,1,11.77
42,38089.07,3,676,12925.36,36,4310.81,68,2,1,10.37
43,71560.32,3,444,14711.01,60,18592.82,67,0,0,13.07
31,37653.54,1,767,4780.66,24,12806.83,100,0,1,10.69
39,138815.39,3,611,6831.4,36,18152.14,57,3,1,13.48
21,55584.77,3,673,34243.73,24,6040.91,51,5,0,14.6
42,49029.5,2,789,31989.91,36,6206.99,50,0,1,10.83
42,31764.41,2,640,23325.56,36,5147.91,48,2,0,14.89
37,66752.86,3,722,34884.49,60,17865.04,80,2,1,12.01
38,56240.08,0,628,10299.07,84,5866.78,45,2,0,16.01
54,39070.49,1,669,100000.0,84,3713.02,68,0,0,12.75
53,88799.76,2,545,11418.28,24,13120.94,50,2,0,15.34
38,28740.65,2,646,14750.27,72,2587.51,32,2,0,15.81
28,56049.85,3,565,15281.6,36,2783.35,24,3,0,15.08
25,49417.29,3,591,34663.03,36,1467.05,33,3,0,15.63
51,48293.55,2,662,8713.02,36,8875.89,42,2,0,13.05
29,55809.36,0,759,5981.15,72,12595.99,47,3,0,14.18
35,24718.28,3,775,9970.93,48,6460.33,20,5,0,14.61
35,15000.0,2,543,22879.85,36,18546.91,88,1,0,16.96
28,46822.51,0,723,34219.24,48,3900.68,90,0,0,11.02
46,32351.68,3,564,100000.0,48,8345.16,75,1,0,14.15
48,118662.75,2,645,8881.16,60,6699.65,90,0,1,9.58
49,115144.48,3,456,92572.85,36,2990.29,53,2,0,15.4
51,57109.57,3,641,37779.57,36,52271.62,96,0,0,12.35
51,162650.98,0,486,28257.56,84,4938.63,49,3,0,17.49
27,121799.25,3,526,67560.9,48,13108.77,70,1,0,14.08
33,109518.27,0,565,55570.6,120,3434.45,76,0,0,13.93
24,90965.04,3,598,15109.96,72,2494.34,75,2,1,11.7
33,95197.48,3,634,9077.53,24,14990.37,77,3,1,12.99
49,31587.55,3,510,6255.72,48,6915.79,55,0,1,14.39
24,74326.38,3,530,10514.99,24,3769.61,62,2,1,14.5
30,76058.52,3,685,18863.4,60,7277.3,64,2,1,11.17
33,95327.07,3,602,50201.82,36,8339.26,57,1,0,13.88
38,23369.97,3,712,23890.71,36,21658.15,84,1,0,13.62
42,37254.85,2,743,19360.39,72,2944.28,68,0,1,11.35
18,58817.03,1,512,8569.64,36,8796.18,55,0,0,14.62
33,84412.2,1,716,16844.39,48,69671.11,64,1,0,13.52
39,75350.13,3,738,33956.68,36,6921.77,39,0,1,11.29
34,62779.16,2,631,9181.86,36,1567.42,71,1,0,11.67
31,94094.2,3,726,9683.22,12,8842.65,86,1,1,8.96
48,108742.17,3,742,10936.19,48,80000.0,73,1,1,11.51
38,179932.66,2,633,13982.34,48,13797.77,76,1,1,12.5
24,98050.67,3,614,13209.46,48,4827.09,83,1,1,11.4
37,91264.76,2,584,24984.58,48,24257.51,91,0,1,12.13
36,24952.89,2,648,30364.39,48,5643.09,91,0,1,12.14
37,38051.69,3,641,25239.42,48,3159.96,82,0,1,10.83
45,15000.0,3,659,30340.69,36,2565.15,64,1,0,13.04
42,66896.12,2,647,54207.9,60,11074.71,46,2,0,13.39
26,20220.24,3,738,40310.59,36,20874.7,91,0,0,12.22
35,69184.08,2,850,4103.47,12,263.07,79,1,1,7.67
31,36544.52,3,816,5808.33,36,19025.81,86,0,1,7.23
23,21655.53,1,650,10558.36,60,56010.39,65,3,0,16.44
41,42539.17,3,784,3374.57,60,57270.53,65,1,1,12.64
30,152688.22,3,573,12300.88,60,30295.7,62,1,0,11.83
47,31716.04,2,551,24948.62,60,2250.07,76,3,0,15.43
30,117784.48,3,676,56045.13,36,1571.5,41,4,1,14.1
50,58145.4,3,511,49300.6,60,7302.78,72,2,0,15.26
40,41320.07,2,570,25292.16,84,3842.3,67,1,0,14.93
39,90483.54,0,649,16531.7,36,24655.09,85,1,1,13.44
43,26575.56,3,455,28989.71,24,2014.48,44,1,0,15.67
40,68730.93,3,511,13127.25,12,5613.13,100,0,1,11.07
45,125036.92,1,724,33721.73,72,3928.44,66,2,0,12.6
58,71428.29,3,707,56207.03,36,1508.85,57,4,1,13.51
41,42130.38,3,544,44323.7,36,69749.05,62,0,0,16.1
39,33561.21,3,651,63603.14,36,12882.71,53,2,0,13.96
49,34988.94,3,573,6917.67,48,1852.23,47,1,1,13.52
41,161417.24,3,561,41074.62,36,6709.74,51,1,1,13.63
57,44074.42,3,704,37404.7,36,1620.66,63,3,1,13.23
36,26589.73,2,674,35574.42,24,2035.14,88,1,0,11.79
46,142652.44,3,668,9656.13,48,1921.53,68,0,1,9.14
57,53249.25,0,702,7648.81,72,26467.39,58,0,0,13.45
32,36233.74,3,609,2717.93,84,21030.13,92,1,1,13.18
41,62759.39,3,752,45755.23,120,8285.18,76,3,1,12.4
32,37106.12,2,639,7899.64,48,11892.59,98,1,1,11.91
41,89157.41,3,542,15185.09,36,34722.49,39,2,0,16.77
43,19043.51,0,550,25204.07,36,29199.01,95,0,0,17.83
34,55149.68,1,570,28041.76,60,71216.71,59,1,0,17.28
57,58573.99,3,581,37317.62,36,14921.59,58,1,1,14.13
41,122310.45,2,627,10370.64,48,4453.83,85,1,1,10.35
29,46347.26,3,630,57305.3,72,19901.03,89,0,1,11.62
51,211753.57,3,583,9971.46,60,2390.15,99,0,1,10.68
44,83006.64,2,629,19653.46,84,25642.91,52,2,0,14.04
33,53953.26,3,593,73492.14,60,1860.31,92,0,1,11.1
53,91670.84,3,608,37380.72,12,17154.25,45,3,0,14.89
51,111171.39,3,697,10098.39,72,7241.16,88,0,1,9.27
56,65486.88,2,744,7707.22,60,13787.68,51,3,1,12.89
37,20987.18,0,684,100000.0,36,5374.57,46,3,0,15.64
41,82140.69,3,749,27148.92,60,3669.1,92,1,1,9.46
38,66901.88,2,704,100000.0,72,5935.44,67,2,0,13.45
27,72989.31,3,524,17035.9,48,5416.07,83,2,1,13.3
33,68611.63,3,544,9490.62,36,12801.9,32,0,0,14.32
32,133189.86,3,565,16141.43,84,3391.4,68,1,1,12.78
37,91202.17,3,572,13182.42,36,1682.66,45,2,1,14.88
18,51616.45,3,585,36130.29,48,680.0,71,0,1,13.34
41,45264.88,3,531,17460.61,60,15546.68,60,2,1,14.88
51,82606.89,3,605,3167.15,60,5661.24,54,1,0,12.55
49,137881.95,3,766,24952.64,12,4934.1,58,4,1,11.04
38,30419.7,3,660,13111.47,36,17468.0,86,1,0,12.95
27,122103.95,1,429,7368.7,36,9288.58,40,2,0,16.96
46,39521.08,2,759,24645.28,60,13964.27,93,0,1,10.04
35,34079.63,2,649,9158.51,60,29801.28,82,2,0,15.85
35,62370.23,3,646,48868.28,60,17521.36,99,0,1,11.5
33,24571.35,3,675,34048.9,24,2262.07,96,0,1,10.27
50,30443.92,2,654,39157.48,72,5127.37,74,0,0,11.53
37,60190.7,3,609,60684.46,36,2216.43,63,0,1,13.1
37,70199.63,0,798,73717.5,24,25771.04,77,0,0,11.49
18,18852.74,3,752,13775.47,48,13500.16,100,0,1,11.49
40,84462.97,3,617,7203.74,36,2419.91,74,0,1,10.73
38,37589.31,3,794,19021.91,48,1196.61,66,2,1,10.39
40,46116.07,3,728,12106.21,48,23718.57,68,1,0,12.19
43,58235.08,1,580,68956.35,60,23688.07,65,0,0,14.84
45,99899.6,3,758,49127.64,60,2552.98,100,0,1,8.57
30,88025.4,3,607,17690.15,60,12656.14,83,0,1,10.19
37,77663.25,3,616,32174.19,36,1942.09,77,0,1,10.84
36,34761.68,1,471,10365.01,24,3856.65,66,1,0,15.74
27,97443.05,3,740,40278.48,24,10995.14,64,2,1,11.74
29,91854.38,2,719,12619.74,120,20458.85,39,5,0,14.98
31,129488.76,3,812,100000.0,48,10118.34,85,1,1,8.62
26,27242.12,2,606,11317.2,36,7700.1,72,1,0,13.33
30,55041.06,3,647,26625.72,48,18492.42,75,0,1,12.47
48,85364.16,1,752,13722.74,12,44677.32,68,1,0,12.26
37,31633.99,3,635,24265.42,60,5930.53,64,1,0,13.15
34,52805.71,1,729,50030.84,36,15448.15,80,0,0,11.85
35,47912.07,1,619,14983.04,60,20340.03,82,0,0,13.97
39,107519.56,3,645,23132.69,48,1284.55,95,0,1,10.13
27,99425.51,2,650,58023.66,60,32978.77,89,0,0,12.78
44,32344.13,3,634,4428.21,48,20521.28,54,0,0,13.5
33,40894.63,3,458,24097.67,36,6469.15,100,0,1,13.34
40,30975.58,3,660,14365.58,36,24038.47,84,0,0,12.26
47,128184.81,3,667,33236.78,60,9766.37,77,0,1,11.05
38,109772.44,3,479,19847.7,48,4797.89,59,0,1,13.25
34,170674.82,3,656,11868.9,48,16357.43,62,1,1,11.74
32,47742.06,0,512,22004.89,24,2363.3,69,1,0,15.57
34,47352.99,2,656,19180.68,12,7361.47,61,2,0,13.0
22,40704.34,3,529,22716.77,36,20970.27,35,2,0,16.83
31,155358.15,3,630,16049.41,120,5126.07,57,1,1,12.22
42,20585.88,2,497,26779.52,24,5927.8,89,0,0,14.86
41,90734.15,0,521,62977.69,48,499.62,82,0,0,13.86
39,24247.76,1,623,37318.87,36,1724.94,100,0,0,11.96
32,62988.73,2,747,51474.07,24,7017.86,44,3,0,13.71
40,54592.78,3,685,20404.48,60,8846.97,31,5,0,14.72
35,36829.92,2,625,3767.82,36,11115.6,100,0,1,11.9
41,78778.43,3,459,16373.26,48,33054.99,78,0,1,14.86
38,95061.39,3,569,37854.54,48,29474.76,36,1,0,14.71
22,150200.15,2,577,30039.3,84,27590.95,59,4,0,15.93
31,23499.34,3,631,43268.99,60,7629.39,67,1,0,13.58
18,97085.26,2,713,10619.51,36,4330.71,99,0,1,9.1
35,59789.1,0,648,20630.25,48,6068.29,91,3,1,14.0
42,27233.93,3,588,10632.45,60,3452.22,55,2,1,13.97
35,76547.22,3,744,40074.52,36,18136.28,27,0,0,12.44
38,42975.45,2,719,22134.55,12,53747.71,100,0,0,12.61
31,37595.37,3,598,18620.86,120,15862.46,66,4,0,15.96
28,76007.14,1,562,28390.41,84,8709.75,81,1,0,14.43
37,111024.73,3,662,23804.56,36,80000.0,65,1,0,12.69
38,60580.45,2,691,15796.78,12,4441.91,75,2,0,10.77
18,40492.29,1,555,10902.93,72,5587.5,43,0,0,14.56
28,166500.78,3,645,39420.37,60,17758.65,83,0,1,10.68
42,102325.38,3,619,17468.29,36,4566.85,84,0,1,11.59
43,24247.89,3,543,100000.0,72,25181.06,74,2,0,17.84
35,181466.1,0,588,20148.33,48,5192.06,64,0,0,14.96
42,74645.55,3,707,5468.42,36,5290.46,80,0,1,9.74
26,30501.37,3,706,11821.5,36,4053.9,59,0,1,10.48
41,108834.56,3,687,8889.66,72,67107.65,65,1,0,11.32
52,38595.29,3,691,45118.52,60,6443.66,86,1,1,11.68
37,100126.07,1,629,13427.98,60,6154.79,71,1,1,13.02
49,181473.6,3,746,15839.7,48,6241.72,50,1,1,10.36
53,26906.18,2,734,20792.52,48,71741.17,70,2,0,14.83
43,53133.48,3,410,11884.81,36,6663.99,52,3,0,17.57
54,53836.08,0,670,9958.52,60,10379.31,31,5,0,18.2
35,65254.52,3,565,35647.15,48,371.12,55,1,1,12.39
52,51299.06,2,641,8794.4,60,12469.76,92,0,1,10.31
34,49042.98,3,696,26954.85,48,11303.14,65,0,1,11.7
24,57900.93,0,686,16614.61,72,31328.42,72,1,0,15.27
26,53611.16,3,795,4864.46,84,1615.12,52,5,1,10.71
31,30770.96,3,721,53185.14,60,23939.17,41,1,0,13.81
28,15000.0,3,748,39041.59,48,4596.27,73,1,1,11.88
23,19901.27,2,727,20181.16,36,18798.84,81,0,0,13.04
34,250000.0,0,828,100000.0,48,2327.55,72,2,0,10.73
31,28066.67,2,786,27983.11,36,25668.85,67,1,0,14.19
43,29267.0,3,592,31342.65,36,21730.42,82,2,0,14.89
31,50709.39,2,555,18650.76,36,1671.71,77,2,0,12.82
36,62866.89,3,592,8062.44,36,3134.9,69,0,1,10.43
40,68820.49,1,638,32281.5,60,4352.0,78,0,1,11.73
52,79654.29,2,783,73716.63,48,21174.05,89,1,1,10.49
33,39679.7,3,537,15736.15,60,2669.23,31,2,1,15.07
29,52828.12,3,688,10118.06,60,8358.18,49,2,1,13.2
30,37315.77,2,559,32519.26,48,9288.67,83,0,0,13.92
53,72376.77,3,710,3757.24,60,2082.62,60,0,1,9.68
49,23168.37,0,703,10422.08,48,1918.24,79,1,0,11.51
38,82659.68,3,604,23437.17,120,6479.6,42,3,1,13.49
33,98170.57,3,759,55799.54,60,7602.74,65,1,1,10.85
36,47294.34,3,608,46097.9,36,1373.55,93,0,1,11.43
35,50231.05,2,731,37106.47,60,1387.65,81,2,1,11.24
33,63029.42,1,684,21442.53,60,30895.58,86,0,0,12.5
47,26716.68,2,563,14812.11,84,2118.51,99,0,0,12.09
27,144224.49,3,801,8519.18,48,43013.75,34,2,1,11.94
43,65464.83,3,599,12186.22,48,7791.44,97,0,1,9.68
43,57242.05,3,579,19674.73,36,11951.61,77,3,1,12.15
35,72101.93,3,596,9295.86,48,79630.19,92,0,0,12.51
50,34129.69,2,729,51880.89,72,4549.22,93,0,1,10.16
45,129550.92,2,589,14140.35,48,6581.63,57,2,1,13.63
40,53768.84,3,711,57710.87,48,17325.3,53,2,0,13.1
22,113067.4,3,664,6914.08,36,3613.4,69,4,1,12.19
40,250000.0,0,703,19332.66,48,40237.6,59,0,0,12.15
38,75914.22,3,505,3458.77,84,10451.03,66,1,1,12.93
31,147290.89,2,725,35019.75,24,8892.66,48,1,1,10.0
44,79646.48,3,698,75227.11,36,24888.22,81,2,0,13.06
43,63026.34,3,588,31568.88,48,4816.72,83,2,1,12.22
20,49419.69,3,649,12761.76,60,6493.97,64,2,1,12.49
22,37853.85,2,688,43623.87,48,13350.15,87,1,0,13.29
50,79269.92,2,622,18061.22,72,26631.61,82,3,1,14.59
29,117290.78,3,677,20870.35,72,12405.08,45,0,1,12.07
57,93413.57,2,493,19229.78,24,5930.64,93,0,0,12.03
32,42560.16,1,649,3366.4,60,5944.55,77,2,0,13.3
46,27371.19,3,609,11834.39,48,23595.13,51,2,0,15.54
50,55413.56,3,799,100000.0,24,25031.38,81,0,1,9.77
26,52993.43,3,547,7514.03,12,62647.55,48,1,0,16.74
45,100181.55,3,837,24132.99,48,11596.63,73,2,1,8.35
50,203277.31,0,693,14247.93,24,46743.42,88,2,0,12.29
41,18242.3,3,607,19035.73,48,7719.21,45,2,0,16.3
43,48298.33,3,490,4440.93,60,19030.98,40,0,0,15.18
39,161190.76,3,713,2865.13,24,1860.94,81,0,1,8.74
44,53058.38,2,660,22442.77,60,2118.14,63,2,1,13.23
35,60397.65,3,676,64962.53,36,11910.85,68,0,1,11.65
37,34738.51,3,786,8527.25,60,8646.83,54,4,1,12.48
33,57832.03,3,625,95517.03,36,769.2,74,3,0,13.33
35,61109.2,3,579,16563.54,36,11519.77,76,2,1,12.89
32,59391.0,3,627,59544.72,24,2573.04,77,1,0,12.36
18,100563.94,1,592,20754.54,72,8908.5,59,3,0,15.01
37,31411.78,3,689,24691.18,72,1955.43,95,0,1,9.87
18,63368.14,3,539,31071.99,36,33853.23,55,0,0,13.75
41,112312.44,3,709,17815.37,72,7049.5,100,0,1,7.17
23,170739.52,1,610,12125.81,24,63756.91,78,0,0,13.18
27,135344.49,3,666,6013.94,48,6888.89,59,0,1,9.37
37,88468.39,3,537,7553.17,24,1157.7,54,2,1,13.26
47,64145.36,3,596,16627.44,36,3941.57,91,1,1,11.04
37,51070.43,3,648,61032.23,36,9803.64,40,0,0,13.12
38,90279.91,3,700,16511.98,36,6308.98,71,2,1,11.2
30,84313.03,1,585,7133.19,72,3990.71,50,2,0,14.93
28,64509.73,1,590,100000.0,36,1253.17,53,1,0,14.82
30,117326.14,2,690,14915.08,36,7963.41,67,2,1,11.53
41,23695.45,2,571,58104.17,60,1060.56,67,1,0,14.46
42,187500.15,3,702,93366.1,60,6477.25,67,1,1,11.37
50,82307.83,2,733,11622.42,36,16156.43,53,1,1,13.16
37,46788.14,3,627,14358.73,84,7392.24,84,0,1,9.82
21,128625.07,1,677,43456.05,36,2372.12,54,3,0,13.37
34,60741.84,3,700,7597.28,72,4595.4,80,0,1,9.17
32,94306.57,2,639,6394.77,36,16570.82,31,1,0,13.57
36,119391.16,3,798,26757.69,24,4106.43,45,1,1,8.91
32,138064.13,1,582,14146.96,36,2972.3,57,3,0,14.7
31,99775.15,3,733,33989.52,48,7694.39,81,0,1,9.85
30,74876.02,2,580,35821.53,36,5875.31,51,0,0,12.65
38,69821.86,3,523,66342.36,36,16784.04,50,1,0,15.05
