age,income,employment_status,credit_score,loan_amount,loan_term,existing_debts,payment_history,missed_emis,loan_approved,interest_rate
42,158570.41,3,657,64460.34,36,2689.03,38,4,0,14.34
28,197762.53,3,844,12967.6,72,18671.67,77,1,1,7.95
37,75792.01,2,543,11583.65,48,28092.42,47,0,0,14.58
37,155475.3,0,643,14473.55,36,16410.16,60,0,0,13.7
26,42553.23,3,805,34797.02,24,9239.36,71,2,1,11.88
53,37113.34,3,738,58853.94,48,3059.19,82,1,1,9.98
46,61362.54,3,608,8170.74,24,25377.75,66,1,1,12.97
35,77727.52,2,666,6643.37,60,14465.32,100,0,1,10.87
38,47268.91,2,649,100000.0,60,61382.41,69,1,0,15.81
40,82674.04,2,590,19113.34,48,2554.41,91,0,1,11.37
18,71957.7,0,644,26965.52,24,19198.1,75,0,0,13.49
35,32893.03,3,627,12663.2,60,14032.15,100,0,1,12.37
31,81738.12,2,659,32596.81,36,5755.85,89,0,1,11.14
27,100520.5,3,590,47479.28,36,31692.49,70,0,0,13.88
35,66362.11,3,547,27996.56,48,12116.76,81,0,1,13.39
55,119561.82,3,646,88670.85,84,3175.14,65,0,1,11.42
44,28841.13,3,787,16959.85,36,7198.74,65,0,1,10.13
32,79282.31,3,656,17848.84,72,3137.37,46,9,1,18.07
43,29668.22,2,623,26505.97,24,5071.97,55,3,0,14.74
51,30685.67,3,710,31951.34,24,16380.16,100,0,0,11.59
47,41004.68,3,637,26432.72,60,21791.47,48,0,0,14.2
38,34022.04,1,799,7883.03,36,10109.31,58,2,1,12.03
31,43096.73,0,649,28282.89,36,3827.34,68,2,0,14.43
44,52654.65,1,706,16328.4,24,11868.09,68,1,0,12.3
41,98942.36,2,589,13838.62,36,16703.94,76,2,0,13.76
46,49380.19,3,690,22606.34,36,1127.65,61,6,1,15.13
44,23123.96,3,672,10206.52,60,9104.09,78,0,1,11.76
48,118662.75,2,645,8881.16,60,6699.65,90,0,1,9.58
32,36233.74,3,609,2717.93,84,21030.13,92,1,1,13.18
51,57801.37,3,598,89124.53,60,11916.62,65,1,0,14.5
39,78270.18,2,672,34357.82,60,13152.3,81,0,1,11.03
58,67492.13,3,700,20062.12,60,5004.48,49,6,1,14.1
31,115440.18,3,639,12915.99,72,8116.48,57,1,1,11.22
55,79809.82,3,672,2206.53,36,20820.33,48,2,1,13.34
39,35711.01,3,646,12297.82,36,7594.05,69,2,1,11.43
31,221269.63,3,657,39053.71,60,9649.58,54,2,1,12.9
33,67278.77,1,633,46804.73,36,1744.19,42,4,0,16.06
34,54808.24,3,651,36821.37,72,7566.3,63,4,1,14.37
42,106761.78,3,850,25002.06,48,1083.55,38,2,1,8.01
43,69540.92,2,674,62511.09,36,4836.06,93,0,1,10.0
32,76079.71,3,701,16935.55,60,8634.45,59,3,1,11.87
37,250000.0,3,685,52478.1,36,17448.88,87,0,1,8.9
59,50763.21,0,628,16193.0,84,2983.46,61,2,0,15.1
55,49480.97,3,753,10884.41,120,11774.41,48,1,1,11.32
42,64212.11,1,626,9852.0,60,35189.16,91,0,0,13.99
38,113881.03,3,734,9399.42,24,4269.52,71,0,1,9.39
39,24247.76,1,623,37318.87,36,1724.94,100,0,0,11.96
44,18410.32,3,573,12158.74,48,10827.45,61,3,0,16.88
27,42096.96,2,679,9639.04,72,2460.21,61,1,0,11.55
35,22463.48,2,561,38987.18,36,3572.43,88,1,0,13.62
21,46402.16,1,692,28634.75,24,20400.95,88,0,0,12.36
41,80942.95,3,554,47575.52,24,52939.2,72,1,0,15.84
44,35085.76,3,624,33192.51,48,2978.9,100,0,1,11.59
33,25435.57,3,535,12058.33,72,3876.08,64,6,0,17.4
53,62417.58,3,850,23409.14,12,5219.37,47,1,1,10.71
25,100461.12,3,517,24345.6,36,4685.33,51,1,0,14.5
23,21655.53,1,650,10558.36,60,56010.39,65,3,0,16.44
40,97942.85,3,741,9102.46,60,4766.81,97,0,1,8.31
48,97771.04,2,732,12777.27,60,5498.6,66,1,1,11.68
54,106133.29,3,718,100000.0,60,40789.4,98,1,0,10.26
33,124378.94,3,624,15832.26,24,14424.4,77,1,1,11.34
48,224405.14,3,758,59059.07,36,21718.06,89,0,1,7.82
37,48355.96,1,723,15139.64,120,3274.39,76,2,1,12.09
36,63942.72,3,666,44849.65,120,4768.66,76,1,1,12.19
46,46636.41,1,669,45342.19,48,2864.88,83,0,0,13.09
44,59945.2,1,625,47196.38,60,18056.51,59,1,0,14.82
22,150200.15,2,577,30039.3,84,27590.95,59,4,0,15.93
52,26715.29,3,748,66296.56,36,4448.07,76,0,1,9.54
51,35716.58,3,754,29812.5,24,5629.4,100,0,1,8.07
31,136804.55,2,579,86753.3,60,5881.16,42,1,0,15.28
41,110417.28,1,637,6027.36,84,1724.64,33,4,0,13.82
42,48152.15,3,638,29103.94,60,4130.6,65,5,0,14.24
40,99971.58,3,647,27630.04,60,17558.02,88,0,1,10.78
32,73477.13,2,655,10412.73,36,3376.45,70,2,1,12.39
31,147290.89,2,725,35019.75,24,8892.66,48,1,1,10.0
37,62611.59,3,590,6687.09,36,2190.71,71,1,1,12.12
49,110788.61,3,582,13051.42,120,7016.35,38,3,1,14.03
43,250000.0,3,748,4450.31,48,4613.21,81,1,1,9.0
34,85721.55,3,612,76642.05,12,2388.28,64,1,1,12.55
45,61672.72,1,548,18301.9,84,17861.2,68,3,0,15.7
18,92361.75,2,611,100000.0,48,18894.52,77,2,0,13.3
49,48090.09,2,623,41871.47,60,3073.16,73,0,0,12.33
20,250000.0,2,774,31523.18,48,6527.74,60,1,1,10.98
34,66705.5,3,723,13780.61,24,8470.28,88,0,1,8.76
26,50829.9,3,741,9536.86,48,1319.8,84,1,1,8.96
25,36264.21,3,715,33469.08,120,2004.01,38,3,0,13.37
49,115650.98,1,725,20801.68,12,29327.6,65,1,1,11.41
33,100741.43,3,594,7544.57,60,2793.0,50,0,1,11.32
41,44426.32,3,634,6545.37,36,28514.93,47,6,0,17.14
37,84615.34,1,570,10229.56,36,2110.3,79,0,0,13.98
42,24218.36,3,633,94539.57,36,15659.42,62,2,0,15.9
38,66901.88,2,704,100000.0,72,5935.44,67,2,0,13.45
25,78562.82,1,660,25951.67,48,6831.05,57,0,0,13.77
47,166774.5,3,754,24813.78,36,51840.96,76,1,1,10.39
33,37703.52,3,558,16830.43,60,2311.87,82,1,1,13.07
22,27805.48,1,690,10429.69,12,14688.18,100,0,0,11.94
33,34987.4,2,550,66180.64,24,14093.79,66,2,0,16.57
53,26851.01,3,657,98603.41,12,80000.0,43,3,0,16.54
46,133518.38,3,709,10778.03,60,2759.68,60,1,1,10.25
34,151627.72,3,632,20614.07,48,4333.0,85,0,1,9.72
34,72557.16,2,694,15368.99,72,18323.18,56,3,0,13.2
34,124589.17,0,573,15737.61,48,6632.49,43,3,0,16.05
58,64885.21,2,516,56881.57,36,5099.76,56,4,0,18.09
41,56552.97,2,694,7711.21,60,21110.2,60,0,0,11.64
42,49029.5,2,789,31989.91,36,6206.99,50,0,1,10.83
48,49700.26,1,570,39442.16,84,3321.4,73,0,1,15.24
40,23654.75,3,747,19658.77,36,16750.95,68,0,0,12.61
35,70161.35,2,653,45001.64,36,11793.31,84,1,0,12.24
36,58442.56,3,543,24788.16,48,5926.29,61,6,0,17.2
37,93640.33,1,559,58320.21,24,5651.63,80,4,0,15.48
37,63329.98,3,651,6517.43,12,3245.72,61,5,1,13.51
45,54305.34,0,617,16663.56,48,16732.31,49,1,0,15.2
38,35499.87,3,544,20796.7,36,5652.72,60,2,0,14.76
45,62523.14,0,514,2597.32,12,3752.41,40,1,0,16.41
37,93240.96,3,582,9239.45,36,2240.48,100,0,1,9.55
38,30151.7,3,665,11488.72,48,11993.91,72,0,1,11.82
18,63100.52,3,649,47031.12,36,4872.77,55,2,0,13.64
47,68859.66,1,609,12513.02,24,1082.82,63,3,0,14.16
41,38916.01,3,666,11447.62,48,2432.64,25,6,0,15.81
47,42078.25,3,733,42361.22,60,6415.06,95,0,1,9.18
18,68759.25,1,681,6037.05,60,6597.61,94,0,1,9.55
58,30331.66,3,640,4200.69,36,6351.57,71,0,1,10.36
36,73862.03,3,724,16493.57,24,5526.13,75,2,1,11.02
49,34988.94,3,573,6917.67,48,1852.23,47,1,1,13.52
27,113290.68,3,632,7131.36,72,3379.39,48,4,1,14.99
44,243457.25,3,633,34847.86,48,26470.26,39,1,1,12.76
27,35722.85,3,551,44390.42,36,22839.07,67,0,0,15.12
31,82497.62,3,616,41402.29,24,14442.81,89,0,0,11.32
57,38713.93,3,484,53477.77,84,13220.22,63,1,0,15.29
36,111811.81,3,802,59450.98,60,20025.38,76,0,1,9.54
40,28024.8,3,575,4012.33,36,2641.77,87,0,1,11.25
46,79885.69,3,776,31581.59,36,8374.35,40,1,1,10.42
42,35461.63,0,653,14419.16,72,2643.17,100,0,0,11.92
39,52881.52,2,695,12113.32,36,2689.43,90,0,1,10.27
41,32253.6,2,610,34486.79,48,11708.44,79,3,0,14.59
62,98067.4,2,666,5517.96,60,20884.25,86,1,1,11.86
37,36236.12,2,702,5426.84,36,6675.18,87,1,1,10.45
40,83381.23,3,703,36565.42,12,42150.44,75,1,0,10.07
48,48705.21,1,711,32540.11,36,10014.45,95,0,0,11.76
49,55899.83,3,620,24572.57,72,3726.46,61,0,1,12.57
49,65424.6,3,611,10895.11,48,2733.32,78,1,1,10.66
44,37907.54,2,522,39937.21,60,22429.48,93,1,0,14.59
26,67929.13,2,691,37958.26,48,9213.81,21,4,0,16.58
54,149971.53,3,736,23582.11,84,15931.4,77,1,1,9.36
26,37539.28,3,779,8588.19,72,567.95,83,1,1,9.51
41,120944.38,3,674,15674.67,48,10349.28,39,3,0,12.18
30,147098.63,3,588,43056.43,36,4857.24,75,1,1,12.79
37,36691.74,3,514,63688.1,48,2010.7,55,1,0,15.6
41,25008.4,3,733,16962.68,60,7610.75,77,0,1,10.88
41,71766.75,3,506,18038.46,48,24144.54,68,1,1,13.07
42,43111.95,3,622,19353.89,60,78137.73,52,3,0,16.49
54,183718.86,3,632,27444.32,36,10323.23,89,0,1,10.61
42,61137.73,0,644,13837.62,36,3987.24,62,3,0,13.84
35,37000.27,3,652,2174.71,60,3753.7,74,2,1,11.2
47,30082.66,3,661,57194.62,36,21229.19,93,0,0,12.88
49,115144.48,3,456,92572.85,36,2990.29,53,2,0,15.4
25,42501.29,1,651,13495.08,84,15099.66,70,2,0,14.95
43,61469.55,2,471,9383.21,48,10869.12,61,2,0,16.36
45,106242.73,2,708,19738.37,84,9731.29,65,2,1,12.03
35,44776.78,2,605,18958.3,60,1688.98,100,0,1,11.24
51,58246.7,1,477,48845.37,60,5670.55,78,1,0,15.46
36,59281.88,3,584,23010.63,48,1885.3,75,0,1,11.9
39,90218.94,0,604,11683.14,24,4499.64,79,0,0,12.4
36,85344.1,2,745,7671.54,48,20274.89,77,0,1,9.84
38,52466.58,1,665,44024.75,36,27751.85,37,2,0,16.29
27,62204.92,3,677,35582.49,120,10036.15,100,0,1,10.72
23,47902.96,2,744,51454.23,36,4580.94,43,2,0,14.2
53,24672.2,2,642,10152.25,36,39660.04,100,0,0,12.71
29,69881.8,3,710,95870.11,48,4520.64,81,0,1,11.29
28,186337.54,3,704,5459.13,48,2602.72,73,1,1,9.41
18,35234.06,1,547,38858.45,12,16260.32,64,0,0,17.18
31,37653.54,1,767,4780.66,24,12806.83,100,0,1,10.69
24,35509.78,2,536,11704.57,60,4709.91,80,0,1,14.24
54,92480.68,3,723,76789.13,48,8957.31,70,1,1,11.36
48,78361.76,2,528,42834.17,24,12608.92,60,4,0,16.48
31,54441.25,3,698,14228.8,48,9933.61,58,3,1,12.45
60,34516.36,2,798,14543.95,36,12822.27,70,2,1,11.79
47,63286.42,3,632,23872.86,36,4886.76,53,1,1,11.84
34,23417.22,0,629,33233.47,84,13715.0,82,2,0,14.95
18,65254.87,0,698,59949.84,36,8246.61,58,3,0,15.21
60,101003.92,3,623,15290.89,12,5055.28,88,0,1,10.18
24,28262.2,2,795,6066.71,120,6336.71,87,0,1,9.31
21,23872.66,1,665,24973.61,60,7347.37,69,1,0,14.53
48,154455.72,3,624,15276.26,36,1909.55,80,0,1,10.36
62,41479.07,3,606,7781.41,36,4286.99,81,1,1,12.2
51,118369.78,2,575,27948.96,72,8646.46,43,3,0,14.8
43,54589.75,3,599,18573.83,36,2098.56,100,0,1,9.87
43,54329.74,3,621,28147.39,48,4359.34,65,3,1,14.81
46,77889.59,3,610,10769.19,48,80000.0,82,0,0,11.51
45,35228.15,3,597,32512.13,36,2619.51,83,1,1,13.24
40,64828.35,3,817,7679.59,48,5520.29,25,3,1,12.05
39,47624.68,1,567,11359.56,48,3520.23,58,3,0,15.51
37,27111.25,3,661,18136.26,12,7209.32,85,0,1,11.69
30,73312.71,2,697,88739.0,60,3587.04,71,2,1,13.33
35,51124.31,1,700,41268.73,24,6353.47,82,0,1,10.94
21,54490.69,3,645,52143.46,48,3949.93,71,2,1,12.41
37,28966.74,1,630,68436.5,48,23274.83,92,0,0,14.48
28,155568.31,3,686,100000.0,60,8792.35,72,1,1,9.97
26,101318.93,3,671,22771.64,36,2972.11,95,0,1,9.22
39,106776.54,3,629,68618.73,60,18784.67,52,1,0,13.61
51,49847.98,1,525,49518.83,24,3108.0,67,1,0,16.36
47,21215.56,1,612,48865.46,60,1695.82,59,0,0,14.22
22,193252.02,3,558,91070.73,60,8078.47,76,1,1,12.19
28,57718.99,3,596,15749.27,72,54571.36,64,0,0,14.51
47,38204.94,1,652,14780.32,48,1302.88,65,2,1,13.45
28,76886.14,2,678,28447.41,36,2140.97,57,1,1,12.6
35,120604.57,3,792,19031.3,36,17197.61,61,2,1,10.24
43,59051.76,0,607,28418.64,36,4262.79,69,3,0,16.05
28,128945.5,3,711,76895.22,48,14942.26,33,1,0,12.39
39,114668.42,3,674,15025.18,36,3506.98,28,5,1,15.5
24,31387.7,3,753,17261.9,84,9339.07,71,0,1,10.39
31,39963.66,2,696,25322.5,72,46373.06,20,3,0,17.5
41,106353.35,2,569,18349.27,12,2453.84,66,3,1,14.04
22,15000.0,2,512,4763.77,48,22556.1,63,3,0,18.78
42,54738.72,3,674,13848.02,60,15989.81,79,0,1,9.89
37,25374.53,3,607,38173.57,36,1827.59,57,0,0,12.89
43,44984.25,3,571,69566.43,48,14170.26,98,0,1,13.22
40,50046.5,3,548,8745.59,36,8715.05,85,3,1,13.89
51,48293.55,2,662,8713.02,36,8875.89,42,2,0,13.05
39,42986.58,3,770,22565.72,48,11344.83,64,2,1,11.57
33,30999.11,3,617,4186.1,120,5708.06,97,1,1,10.06
39,236841.58,3,697,15429.3,36,8691.48,57,1,1,10.87
43,183593.11,2,641,5492.65,48,10316.01,69,0,1,11.99
38,29814.81,3,546,65857.53,36,17086.74,95,0,0,13.89
38,154704.18,3,708,11902.87,72,1759.6,60,2,1,10.34
30,47113.78,3,562,82641.51,72,29462.86,90,1,0,14.45
31,64699.74,0,651,53681.14,36,2552.2,53,2,0,15.45
23,57643.66,3,622,13133.82,72,17354.87,18,2,0,15.7
55,40301.78,2,721,9343.46,36,8773.1,92,2,1,11.71
25,108045.9,3,565,18866.88,24,2250.36,77,2,1,11.94
31,64571.73,3,681,20257.55,60,13741.08,79,1,1,10.81
30,44984.31,3,582,29054.18,36,3148.22,50,4,0,15.71
46,27371.19,3,609,11834.39,48,23595.13,51,2,0,15.54
35,35025.9,3,359,40019.25,60,3980.51,90,0,0,15.68
50,22363.2,1,817,27235.12,24,1817.13,74,1,0,10.39
31,60314.88,2,694,16775.65,36,37565.64,67,4,0,15.1
40,29202.24,3,588,12461.11,48,9714.0,73,0,1,13.15
29,51055.25,3,560,18998.06,36,19287.09,97,1,1,12.66
59,136224.71,0,610,11458.41,12,3458.29,83,1,1,13.08
26,122955.74,2,707,23080.67,24,1221.93,61,1,1,11.72
41,58725.77,3,498,23584.64,60,43269.46,44,0,0,15.91
44,56826.0,3,638,27156.34,72,8051.17,80,1,1,12.0
42,184965.52,3,791,90489.94,36,13244.69,53,3,1,11.47
36,81834.46,2,559,19812.02,36,15624.5,48,6,0,16.97
36,49183.63,3,656,49201.45,60,5794.18,93,1,0,12.1
38,25447.92,3,826,26467.42,84,10160.16,85,1,1,11.09
36,75835.66,3,700,18204.14,36,39892.86,76,2,1,12.98
47,98478.57,3,660,20023.71,72,7844.43,47,2,1,13.17
60,40986.95,1,690,21013.89,48,20787.38,100,0,1,12.26
32,71304.99,3,617,27551.55,84,1106.27,88,0,1,10.71
24,48139.39,1,753,10224.51,24,24928.34,64,1,0,12.6
37,53614.81,2,618,6820.77,120,1768.69,60,1,0,12.13
63,15000.0,3,493,37176.72,36,22234.69,71,1,0,16.21
29,52414.11,3,618,45184.03,84,11975.66,61,2,0,13.17
54,107111.07,3,572,39994.96,48,7361.94,100,0,1,10.82
54,40993.08,3,627,24933.75,48,7334.99,63,2,0,12.61
32,61791.17,2,629,40691.71,60,6293.48,50,4,0,15.82
43,38041.37,3,745,38977.63,60,3566.47,98,0,1,10.44
54,74329.63,0,705,41361.41,48,6594.71,59,2,0,12.11
34,52579.74,3,671,11074.13,36,73722.19,84,0,0,11.98
35,34079.63,2,649,9158.51,60,29801.28,82,2,0,15.85
32,133189.86,3,565,16141.43,84,3391.4,68,1,1,12.78
27,104543.57,1,475,21722.26,12,10590.23,52,2,0,16.46
31,41649.97,3,659,18150.68,48,8919.36,69,1,0,11.6
25,80714.46,3,713,4908.13,72,7028.35,48,1,1,11.38
38,82656.37,3,641,87321.68,60,2972.69,69,1,1,13.08
30,88025.4,3,607,17690.15,60,12656.14,83,0,1,10.19
40,21664.85,3,687,25289.98,72,18884.03,100,0,0,13.38
22,109531.11,3,643,59613.61,60,3519.6,50,2,1,13.36
41,42539.17,3,784,3374.57,60,57270.53,65,1,1,12.64
46,48305.62,3,748,14627.3,84,37123.42,60,0,0,12.46
18,250000.0,1,726,16160.19,72,14018.95,74,2,1,11.83
41,71762.98,0,710,16830.57,60,2364.4,42,4,0,15.47
50,47486.77,2,546,19172.09,24,12105.42,53,3,0,16.45
25,15943.77,1,703,70102.09,36,10742.66,39,1,0,15.82
54,137841.32,3,680,37750.99,48,13536.64,44,3,1,13.61
42,26712.16,1,698,47402.4,60,39753.94,58,1,0,16.17
30,32791.89,0,689,22872.63,36,6795.57,100,0,1,12.01
37,49079.1,0,686,7190.4,24,62807.3,76,3,0,17.3
43,140062.93,3,850,4172.38,36,12167.26,71,4,1,9.84
38,95219.88,3,643,6479.99,60,6060.43,94,0,1,9.79
43,54464.12,2,724,29372.45,72,80000.0,76,0,0,13.16
28,72039.89,3,612,22593.46,72,18580.95,78,2,1,12.57
39,41763.11,0,713,18617.72,36,5142.35,61,3,0,15.55
23,65107.32,3,725,16401.67,36,8815.06,58,3,1,11.2
36,62567.55,3,679,100000.0,36,15294.26,46,6,0,16.51
28,107072.55,1,783,11403.52,36,6968.39,59,2,1,10.78
30,106970.34,3,579,46270.3,60,9264.15,64,2,0,14.24
50,80530.11,3,611,22060.2,36,3578.85,76,0,1,10.94
48,48174.81,3,666,20978.4,12,1502.38,69,2,1,11.58
44,93441.74,3,720,56461.26,36,9012.96,63,4,1,11.87
27,56659.73,1,664,70970.84,36,9321.02,53,3,0,16.66
34,31283.67,2,752,18185.15,12,13726.99,77,0,1,10.4
50,47005.85,1,597,41746.14,48,4554.22,61,3,0,16.29
39,62989.05,2,558,29469.56,36,2120.58,76,0,1,13.24
61,103376.14,2,674,22157.91,48,3086.14,35,5,0,16.54
41,53631.03,3,643,25936.43,36,23286.61,76,0,1,11.67
39,28983.46,0,693,12702.99,48,4160.49,83,0,0,11.54
34,61947.65,3,647,17242.29,120,5207.83,81,0,1,10.13
39,64091.92,3,622,13842.4,48,5928.86,66,2,1,12.12
36,66936.69,3,644,45301.77,48,4362.17,86,0,1,9.64
45,103976.78,3,652,20411.2,72,4051.28,47,2,1,13.59
47,110343.55,3,625,7799.61,36,3390.99,68,1,1,11.1
30,41918.12,3,633,12348.01,36,32881.21,66,1,0,13.82
24,41370.11,3,617,1703.75,36,15996.11,88,0,1,11.47
19,32076.56,3,718,14829.98,36,28220.97,33,5,0,17.76
43,91061.41,3,665,22699.91,48,34521.57,50,1,1,12.11
26,142813.1,0,830,19753.61,12,772.88,100,0,1,8.73
18,49560.57,3,662,100000.0,72,11423.81,26,3,0,14.96
41,51799.8,3,605,34888.93,24,4508.96,84,0,1,11.68
62,144360.59,2,850,33669.97,72,24755.67,57,0,0,9.43
37,81091.6,2,683,5915.82,84,3860.41,74,1,1,10.7
46,77787.92,3,729,16453.38,120,2823.83,95,0,1,8.53
38,29303.14,3,697,14923.16,60,1931.31,75,0,1,10.34
37,89970.48,0,699,11744.44,24,5986.88,95,0,0,10.74
47,34286.88,3,692,11615.5,60,20230.47,61,3,0,13.81
35,30320.76,3,561,5184.88,36,10468.93,63,1,0,12.76
40,48627.14,3,679,7937.21,72,2434.15,84,1,1,9.47
41,42130.38,3,544,44323.7,36,69749.05,62,0,0,16.1
31,52419.83,3,636,19646.77,36,15514.63,80,1,0,11.36
47,25220.46,3,591,14689.35,72,17630.93,91,0,0,12.75
36,106435.0,2,678,21931.32,12,29290.8,85,0,0,10.86
30,117784.48,3,676,56045.13,36,1571.5,41,4,1,14.1
43,18612.61,3,688,22100.79,36,3257.01,63,4,0,14.6
29,107696.75,3,672,33938.3,60,18453.54,75,1,1,11.27
38,36815.82,3,601,11189.33,48,3602.06,65,0,1,11.84
37,100126.07,1,629,13427.98,60,6154.79,71,1,1,13.02
48,57465.04,3,723,29236.74,72,7497.01,75,0,1,9.45
42,60916.86,2,735,100000.0,24,2258.81,60,1,0,11.65
37,53580.55,0,558,69135.24,48,5648.71,66,2,0,16.4
46,123905.88,2,527,35110.74,60,20221.53,48,1,0,14.54
51,28459.78,1,591,24863.27,48,16805.37,61,0,0,14.69
43,86224.03,3,733,67565.68,36,24661.9,42,6,0,16.0
38,115936.52,2,747,41595.31,12,22245.07,72,4,0,12.2
24,92023.94,2,576,3515.97,24,12159.6,66,3,1,15.35
27,241547.0,3,674,9479.2,24,11233.76,53,3,1,12.54
34,43592.13,2,796,28868.67,36,10439.28,100,0,1,8.26
31,106338.52,0,683,5273.38,24,4328.4,65,0,0,12.43
36,56181.66,2,763,10742.13,36,2893.02,75,0,1,9.39
38,125497.82,1,729,12583.58,36,4065.95,58,2,1,12.4
43,59598.55,1,577,17945.01,60,5848.68,62,2,0,14.47
37,47442.54,0,634,17501.74,72,4205.61,75,0,0,12.4
42,131090.52,3,652,17478.09,36,12256.75,64,2,0,11.12
38,44580.99,1,658,42627.12,48,9915.9,70,3,0,14.46
18,25651.69,2,723,17815.44,84,11040.48,84,0,0,10.67
28,43909.76,3,682,16192.38,48,11515.03,60,2,0,12.37
36,86805.02,3,415,7485.05,120,26786.78,46,1,0,16.11
25,138029.57,3,544,49984.94,24,8033.91,42,1,0,13.16
43,64002.51,3,475,12871.9,72,22211.59,95,0,0,13.54
53,132047.67,2,664,9231.49,48,13583.15,86,0,1,10.43
50,26505.17,3,669,26120.41,12,25075.17,81,0,0,15.17
35,45891.81,0,672,11925.65,120,40726.32,62,3,0,16.72
52,50355.09,1,573,14461.39,84,14424.01,46,0,0,16.15
39,55896.91,3,703,27085.89,36,8989.1,64,2,1,12.44
34,62972.7,3,707,16963.41,84,8931.22,68,1,1,9.61
31,90630.54,3,549,100000.0,24,5063.6,49,1,0,13.97
34,45849.33,3,532,20746.59,60,4896.26,43,2,0,15.3
34,65082.91,2,649,36108.03,36,19972.61,38,2,0,13.97
39,58274.87,3,793,4659.41,36,3091.25,81,0,1,7.33
39,34353.74,3,785,11064.32,60,40732.14,48,3,0,13.35
38,55926.86,3,695,9232.35,36,6962.38,75,0,1,11.16
42,54929.42,3,591,10265.01,12,80000.0,62,2,0,16.43
49,54227.95,3,720,30712.67,36,4051.67,80,1,1,10.16
47,61026.02,2,613,50435.57,36,10406.53,76,2,0,14.93
23,62655.34,3,588,29018.95,60,5699.6,65,2,1,14.13
18,46194.82,2,478,18373.86,36,3666.22,72,0,0,14.82
47,128492.89,2,658,13297.3,60,23477.56,68,2,1,12.31
24,29682.46,3,599,53684.51,36,2682.34,58,3,0,14.72
35,38848.24,0,657,100000.0,36,4121.31,87,1,0,13.09
26,250000.0,3,466,24539.63,36,14564.17,62,1,1,13.96
19,32119.07,1,663,46699.58,48,17068.0,68,1,0,14.54
43,26575.56,3,455,28989.71,24,2014.48,44,1,0,15.67
45,93030.81,2,737,40311.98,48,14496.71,74,3,0,12.95
32,17218.3,2,691,8676.41,36,9217.88,59,2,0,14.58
18,51991.51,2,627,14905.58,72,3236.59,61,1,1,12.16
32,216965.79,3,695,30223.52,24,3681.66,54,2,1,12.12
41,23695.45,2,571,58104.17,60,1060.56,67,1,0,14.46
23,18229.95,3,655,11447.11,36,45136.41,33,2,0,16.47
39,24354.97,0,713,4330.16,24,22368.76,82,0,0,14.69
37,102643.36,0,402,14785.3,36,2232.45,69,4,0,18.62
43,117579.04,1,614,49419.71,24,18014.06,61,1,0,15.08
39,44022.09,3,648,6203.59,48,4564.1,42,2,1,13.32
28,90212.88,3,634,8590.95,120,20227.75,77,2,1,12.47
49,137881.95,3,766,24952.64,12,4934.1,58,4,1,11.04
36,174976.66,2,560,20074.85,48,5634.4,93,1,1,11.7
37,51647.59,3,600,35439.18,36,6073.27,78,4,1,15.17
28,15049.75,3,496,8242.17,36,4199.18,97,1,0,14.22
33,36587.89,2,770,16983.83,36,32835.69,72,1,0,12.72
29,46347.26,3,630,57305.3,72,19901.03,89,0,1,11.62
36,51258.5,3,614,8481.84,12,9044.83,78,3,1,13.89
55,53491.84,1,645,71792.11,60,22574.32,61,2,0,16.48
24,117164.8,0,700,9377.48,36,1592.29,73,0,1,10.74
21,128625.07,1,677,43456.05,36,2372.12,54,3,0,13.37
52,54013.85,3,850,16344.28,36,13024.07,100,0,1,8.28
35,115738.77,0,686,8813.8,36,16907.91,68,0,1,11.91
31,74205.74,1,612,14801.45,24,10715.08,70,1,0,13.03
48,62236.91,2,605,34062.19,24,1233.12,77,1,1,12.22
31,103148.66,0,618,21906.02,36,2800.81,50,2,0,15.19
56,62526.84,1,529,53894.06,60,12290.62,93,1,0,13.92
44,205805.48,3,653,69465.95,24,80000.0,51,0,1,12.64
33,25259.39,0,712,8549.05,60,27389.44,47,2,0,15.99
59,43953.94,3,600,8062.55,36,39234.21,67,2,0,14.27
31,55497.25,2,585,7755.56,72,11381.28,46,2,0,13.89
45,77938.21,3,771,10728.33,36,11299.24,98,0,1,7.07
40,128126.88,3,535,53282.95,36,2882.79,65,4,0,15.51
51,59004.02,2,484,34485.34,120,20990.43,12,6,0,20.0
53,25505.83,3,557,14242.39,36,7531.26,73,1,0,13.57
38,99261.03,3,526,21831.69,48,16199.45,79,3,0,13.79
30,94181.14,3,680,67740.83,48,8355.59,62,1,1,12.77
42,18673.95,3,621,100000.0,36,10711.98,45,1,0,15.77
31,59737.64,3,632,27105.92,84,7422.51,68,3,1,12.6
58,23061.39,3,742,2624.31,60,10143.87,61,1,1,11.43
39,40183.4,3,594,27940.42,60,22028.15,52,4,0,16.91
34,34832.8,3,712,46527.49,120,2284.2,50,4,0,14.54
39,97300.44,3,770,26362.71,48,1820.88,72,1,1,11.0
24,64221.81,3,613,39387.82,24,12405.12,86,2,1,12.22
28,27684.98,3,708,29309.07,60,34220.3,78,0,0,13.78
50,101522.89,3,630,8203.23,36,44035.2,38,1,0,14.6
31,25329.28,2,723,10840.12,36,2381.75,81,1,1,11.83
27,72989.31,3,524,17035.9,48,5416.07,83,2,1,13.3
43,36738.98,2,518,51654.46,84,1846.02,95,0,0,12.56
49,48078.66,3,618,11935.74,36,4672.21,52,1,1,11.48
